entry_date,entry_price,prob_tp,exit_type,exit_price,exit_time,pnl_pct,duration_minutes
2025-08-05 02:00:00,164.09,0.7264029,sl,162.44910000000002,2025-08-06 02:00:00,-0.01,0.0
2025-08-19 02:00:00,176.22,0.7106925,tp,179.7444,2025-08-20 02:00:00,0.02,0.0
2025-09-04 02:00:00,202.32,0.7268518,tp,206.3664,2025-09-05 07:15:00,0.02,315.0
2025-09-23 02:00:00,213.3,0.67248565,sl,211.167,2025-09-24 03:15:00,-0.01,75.0
2025-10-01 02:00:00,222.04,0.6453679,tp,226.4808,2025-10-02 05:15:00,0.02,195.0
2025-10-02 02:00:00,234.74,0.63687366,sl,232.39260000000002,2025-10-03 02:00:00,-0.01,0.0
2025-10-04 02:00:00,227.86,0.6742945,tp,232.4172,2025-10-05 04:45:00,0.02,165.0
2025-10-07 02:00:00,219.97,0.6140406,sl,217.7703,2025-10-08 04:00:00,-0.01,120.0
2025-10-10 02:00:00,188.43,0.7855666,sl,186.5457,2025-10-11 02:00:00,-0.01,0.0
2025-10-11 02:00:00,177.62,0.6888219,sl,175.84380000000002,2025-10-12 02:00:00,-0.01,0.0
2025-10-15 02:00:00,193.84,0.7014106,sl,191.9016,2025-10-16 05:45:00,-0.01,225.0
2025-10-16 02:00:00,184.85,0.76791763,sl,183.0015,2025-10-17 06:30:00,-0.01,270.0
2025-10-17 02:00:00,181.96,0.86201036,tp,185.59920000000002,2025-10-18 06:00:00,0.02,240.0
2025-10-18 02:00:00,187.56,0.65963763,sl,185.6844,2025-10-19 02:00:00,-0.01,0.0
2025-10-19 02:00:00,187.86,0.6471536,sl,185.9814,2025-10-20 02:00:00,-0.01,0.0
2025-10-20 02:00:00,189.71,0.7610344,sl,187.8129,2025-10-21 02:00:00,-0.01,0.0
2025-10-21 02:00:00,185.63,0.6632678,sl,183.7737,2025-10-22 05:15:00,-0.01,195.0
2025-10-22 02:00:00,180.12,0.67511475,tp,183.72240000000002,2025-10-23 04:15:00,0.02,135.0
2025-11-03 01:00:00,166.06,0.6285899,sl,164.3994,2025-11-04 05:15:00,-0.01,255.0
2025-11-04 01:00:00,155.03,0.82140917,sl,153.4797,2025-11-05 01:00:00,-0.01,0.0
2025-11-07 01:00:00,161.79,0.7086517,sl,160.1721,2025-11-08 06:00:00,-0.01,300.0
2025-11-08 01:00:00,158.02,0.7105312,sl,156.43980000000002,2025-11-09 02:30:00,-0.01,90.0
2025-11-09 01:00:00,164.53,0.72099847,tp,167.8206,2025-11-10 01:00:00,0.02,0.0
2025-11-10 01:00:00,167.31,0.6500966,tp,170.6562,2025-11-11 01:15:00,0.02,15.0
2025-11-11 01:00:00,154.63,0.64351255,tp,157.7226,2025-11-12 08:30:00,0.02,450.0
2025-11-14 01:00:00,138.92,0.695076,tp,141.6984,2025-11-15 01:45:00,0.02,45.0
2025-11-15 01:00:00,139.61,0.77796006,sl,138.21390000000002,2025-11-16 01:30:00,-0.01,30.0
2025-11-16 01:00:00,137.17,0.91026956,tp,139.9134,2025-11-17 03:00:00,0.02,120.0
2025-11-17 01:00:00,130.99,0.9427207,tp,133.6098,2025-11-18 02:30:00,0.02,90.0
2025-11-18 01:00:00,140.69,0.9090438,sl,139.2831,2025-11-19 04:30:00,-0.01,210.0
2025-11-19 01:00:00,137.06,0.71329755,tp,139.8012,2025-11-20 01:45:00,0.02,45.0
