entry_date,entry_price,prob_tp,exit_type,exit_price,exit_time,pnl_pct,duration_minutes
2025-10-21 02:00:00,108297.67,0.6683631,sl,107214.6933,2025-10-22 11:00:00,-0.01,540.0
2025-11-03 01:00:00,106583.04,0.6381405,sl,105517.20959999999,2025-11-04 05:15:00,-0.01,255.0
2025-11-06 01:00:00,101346.04,0.6010681,sl,100332.5796,2025-11-07 11:00:00,-0.01,600.0
2025-11-08 01:00:00,102312.94,0.67149353,tp,104359.1988,2025-11-09 18:45:00,0.02,1065.0
2025-11-09 01:00:00,104722.96,0.7102154,eod,106139.83,2025-11-11 00:45:00,0.01352969778547126,1440.0
2025-11-10 01:00:00,106011.13,0.6605809,sl,104951.0187,2025-11-11 06:00:00,-0.01,300.0
2025-11-11 01:00:00,103058.99,0.67561555,tp,105120.1698,2025-11-12 11:00:00,0.02,600.0
2025-11-14 01:00:00,94594.0,0.7119454,tp,96485.88,2025-11-15 03:00:00,0.02,120.0
2025-11-16 01:00:00,94261.44,0.6071839,sl,93318.8256,2025-11-17 16:00:00,-0.01,900.0
2025-11-17 01:00:00,92215.14,0.73641586,sl,91292.9886,2025-11-18 02:00:00,-0.01,60.0
2025-11-18 01:00:00,92960.83,0.64435947,sl,92031.2217,2025-11-19 01:00:00,-0.01,0.0
2025-11-19 01:00:00,91554.96,0.79180306,sl,90639.41040000001,2025-11-20 14:00:00,-0.01,780.0
2025-11-20 01:00:00,86637.23,0.61041206,sl,85770.8577,2025-11-21 02:45:00,-0.01,105.0
2025-11-21 01:00:00,85129.43,0.8821476,sl,84278.1357,2025-11-22 03:15:00,-0.01,135.0
2025-11-22 01:00:00,84739.74,0.6510775,tp,86434.53480000001,2025-11-23 04:00:00,0.02,180.0
2025-11-23 01:00:00,86830.0,0.7842287,sl,85961.7,2025-11-24 09:15:00,-0.01,495.0
2025-11-24 01:00:00,88300.01,0.69337106,sl,87417.00989999999,2025-11-25 07:45:00,-0.01,405.0
2025-11-25 01:00:00,87369.96,0.6245334,sl,86496.2604,2025-11-26 12:15:00,-0.01,675.0
2025-11-27 01:00:00,91333.95,0.63124317,sl,90420.6105,2025-11-28 17:15:00,-0.01,975.0
2025-12-15 01:00:00,86432.08,0.64509076,sl,85567.7592,2025-12-16 03:30:00,-0.01,150.0
2025-12-16 01:00:00,87863.42,0.62312543,sl,86984.7858,2025-12-17 04:15:00,-0.01,195.0
2025-12-18 01:00:00,85516.41,0.695234,tp,87226.7382,2025-12-19 03:30:00,0.02,150.0
2025-12-22 01:00:00,88620.79,0.602689,sl,87734.5821,2025-12-23 05:30:00,-0.01,270.0
2026-01-20 01:00:00,88427.66,0.67404217,tp,90196.2132,2026-01-21 15:00:00,0.02,840.0
2026-01-25 01:00:00,86670.36,0.7217903,tp,88403.7672,2026-01-26 08:15:00,0.02,435.0
2026-01-30 01:00:00,84260.49,0.7080736,sl,83417.8851,2026-01-31 07:30:00,-0.01,390.0
2026-01-31 01:00:00,78741.09,0.73141986,sl,77953.6791,2026-02-01 14:15:00,-0.01,795.0
2026-02-01 01:00:00,76968.21,0.6899697,sl,76198.5279,2026-02-02 03:00:00,-0.01,120.0
2026-02-02 01:00:00,78738.61,0.6936363,sl,77951.2239,2026-02-03 02:45:00,-0.01,105.0
2026-02-03 01:00:00,75770.21,0.7961871,sl,75012.50790000001,2026-02-04 13:45:00,-0.01,765.0
2026-02-04 01:00:00,73165.83,0.720166,sl,72434.1717,2026-02-05 01:15:00,-0.01,15.0
2026-02-05 01:00:00,62909.86,0.8970612,tp,64168.0572,2026-02-06 01:00:00,0.02,0.0
2026-02-06 01:00:00,70580.26,0.89846355,sl,69874.4574,2026-02-07 01:00:00,-0.01,0.0
2026-02-07 01:00:00,69289.38,0.81577194,tp,70675.1676,2026-02-08 08:30:00,0.02,450.0
2026-02-08 01:00:00,70330.38,0.7544033,sl,69627.07620000001,2026-02-09 08:30:00,-0.01,450.0
2026-02-09 01:00:00,70138.0,0.66566426,sl,69436.62,2026-02-10 03:30:00,-0.01,150.0
2026-02-10 01:00:00,68841.29,0.76580334,sl,68152.8771,2026-02-11 03:15:00,-0.01,135.0
2026-02-11 01:00:00,67082.52,0.8628746,sl,66411.6948,2026-02-12 16:15:00,-0.01,915.0
2026-02-12 01:00:00,66272.17,0.80996215,tp,67597.6134,2026-02-13 13:30:00,0.02,750.0
2026-02-13 01:00:00,68853.96,0.6376173,tp,70231.03920000001,2026-02-14 11:15:00,0.02,615.0
2026-02-15 01:00:00,68832.58,0.650572,sl,68144.2542,2026-02-16 03:30:00,-0.01,150.0
2026-02-16 01:00:00,68892.43,0.6945754,sl,68203.5057,2026-02-17 05:15:00,-0.01,255.0
2026-02-17 01:00:00,67503.52,0.6902209,sl,66828.4848,2026-02-18 14:45:00,-0.01,825.0
2026-02-18 01:00:00,66461.0,0.6843194,sl,65796.39,2026-02-19 13:45:00,-0.01,765.0
2026-02-19 01:00:00,67003.73,0.6641124,sl,66333.6927,2026-02-20 13:30:00,-0.01,750.0
2026-02-21 01:00:00,67975.93,0.63180715,sl,67296.17069999999,2026-02-22 17:30:00,-0.01,990.0
2026-02-22 01:00:00,67643.4,0.61295336,sl,66966.966,2026-02-23 01:00:00,-0.01,0.0
2026-02-24 01:00:00,64058.15,0.6405669,tp,65339.313,2026-02-25 01:00:00,0.02,0.0
2026-02-28 01:00:00,66973.26,0.70703286,sl,66303.52739999999,2026-03-01 01:00:00,-0.01,0.0
2026-03-01 01:00:00,65776.47,0.64771336,tp,67091.9994,2026-03-02 14:45:00,0.02,825.0
2026-03-06 01:00:00,68114.02,0.67405456,sl,67432.87980000001,2026-03-07 19:15:00,-0.01,1095.0
