entry_date,entry_price,prob_tp,exit_type,exit_price,exit_time,pnl_pct,duration_minutes
2023-01-12 01:00:00,18846.62,0.60913473,tp,19223.5524,2023-01-13 15:15:00,0.02,855.0
2023-01-13 01:00:00,19930.01,0.7163374,tp,20328.6102,2023-01-14 01:00:00,0.02,0.0
2023-01-14 01:00:00,20954.92,0.9110913,sl,20745.370799999997,2023-01-15 01:00:00,-0.01,0.0
2023-01-15 01:00:00,20871.5,0.8791267,tp,21288.93,2023-01-16 01:15:00,0.02,15.0
2023-01-16 01:00:00,21185.65,0.69453067,sl,20973.7935,2023-01-17 01:00:00,-0.01,0.0
2023-01-18 01:00:00,20677.47,0.80517024,tp,21091.0194,2023-01-19 19:15:00,0.02,1095.0
2023-01-19 01:00:00,21071.59,0.653583,tp,21493.021800000002,2023-01-20 19:45:00,0.02,1125.0
2023-01-23 01:00:00,22916.45,0.61593384,sl,22687.2855,2023-01-24 22:15:00,-0.01,1275.0
2023-01-25 01:00:00,23060.94,0.6019451,eod,22925.5,2023-01-27 00:45:00,-0.00587313439955174,1440.0
2023-01-26 01:00:00,23009.65,0.6682253,sl,22779.5535,2023-01-27 01:30:00,-0.01,30.0
2023-02-01 01:00:00,23732.66,0.67834586,tp,24207.3132,2023-02-02 01:00:00,0.02,0.0
2023-02-15 01:00:00,24324.05,0.6139335,tp,24810.531,2023-02-16 15:45:00,0.02,885.0
2023-02-17 01:00:00,24569.97,0.6876484,eod,24739.25,2023-02-19 00:45:00,0.006889711302048754,1440.0
2023-02-18 01:00:00,24631.95,0.65953135,tp,25124.589,2023-02-19 16:00:00,0.02,900.0
2023-03-13 01:00:00,24113.48,0.8167879,tp,24595.7496,2023-03-14 05:00:00,0.02,240.0
2023-03-14 01:00:00,24670.41,0.88418466,sl,24423.7059,2023-03-15 10:15:00,-0.01,555.0
2023-03-15 01:00:00,24285.66,0.7193541,tp,24771.3732,2023-03-16 09:30:00,0.02,510.0
2023-03-16 01:00:00,24998.78,0.6808705,tp,25498.7556,2023-03-17 01:45:00,0.02,45.0
2023-03-17 01:00:00,27395.13,0.7697201,sl,27121.1787,2023-03-18 08:00:00,-0.01,420.0
2023-03-18 01:00:00,26907.49,0.66885734,tp,27445.6398,2023-03-19 15:00:00,0.02,840.0
2023-03-22 01:00:00,27250.97,0.6379571,tp,27795.989400000002,2023-03-23 14:45:00,0.02,825.0
2023-03-23 01:00:00,28295.41,0.7514344,sl,28012.4559,2023-03-24 08:30:00,-0.01,450.0
2023-03-24 01:00:00,27454.47,0.65692407,sl,27179.925300000003,2023-03-25 19:30:00,-0.01,1110.0
2023-03-25 01:00:00,27462.95,0.6562401,tp,28012.209000000003,2023-03-26 13:30:00,0.02,750.0
2023-05-11 02:00:00,26968.62,0.75011945,sl,26698.9338,2023-05-12 02:45:00,-0.01,45.0
2023-06-11 02:00:00,25925.55,0.61642087,sl,25666.2945,2023-06-12 02:15:00,-0.01,15.0
2023-06-21 02:00:00,29993.89,0.779638,sl,29693.9511,2023-06-22 14:30:00,-0.01,750.0
2023-06-26 02:00:00,30267.99,0.6202909,tp,30873.349800000004,2023-06-27 14:00:00,0.02,720.0
2023-06-30 02:00:00,30472.0,0.65586764,eod,30567.56,2023-07-02 01:45:00,0.003135993699133674,1440.0
2023-07-13 02:00:00,31454.23,0.6123538,sl,31139.6877,2023-07-14 07:45:00,-0.01,345.0
2023-07-18 02:00:00,29859.13,0.66002065,eod,29987.33,2023-07-20 01:45:00,0.004293494150700329,1440.0
2023-07-20 02:00:00,29800.0,0.64434886,eod,29924.01,2023-07-22 01:45:00,0.0041614093959731,1440.0
2023-07-24 02:00:00,29176.5,0.6173912,eod,29131.01,2023-07-26 01:45:00,-0.00155913149281105,1440.0
2023-08-22 02:00:00,26056.0,0.6637501,tp,26577.12,2023-08-23 17:15:00,0.02,915.0
2023-08-23 02:00:00,26432.72,0.6055469,sl,26168.3928,2023-08-24 14:30:00,-0.01,750.0
2023-10-02 02:00:00,27494.51,0.6026129,sl,27219.564899999998,2023-10-03 20:00:00,-0.01,1080.0
2023-10-20 02:00:00,29669.04,0.69120115,tp,30262.4208,2023-10-21 18:00:00,0.02,960.0
2023-10-23 02:00:00,33069.99,0.8091749,tp,33731.3898,2023-10-24 02:00:00,0.02,0.0
2023-10-24 02:00:00,33922.73,0.8265583,tp,34601.1846,2023-10-25 13:15:00,0.02,675.0
2023-10-27 02:00:00,33892.02,0.60434604,eod,34006.54,2023-10-29 01:45:00,0.003378966494177806,1440.0
2023-10-28 02:00:00,34081.0,0.60813314,eod,34421.08,2023-10-30 01:45:00,0.00997858044071482,1440.0
2023-10-29 02:00:00,34525.89,0.6426815,sl,34180.6311,2023-10-30 07:15:00,-0.01,315.0
2023-11-01 01:00:00,35421.43,0.7103908,sl,35067.2157,2023-11-02 06:15:00,-0.01,315.0
2023-11-09 01:00:00,36701.09,0.616509,sl,36334.079099999995,2023-11-10 08:15:00,-0.01,435.0
2023-11-14 01:00:00,35551.19,0.63225996,tp,36262.213800000005,2023-11-15 11:30:00,0.02,630.0
2023-12-05 01:00:00,44073.32,0.68392015,sl,43632.5868,2023-12-06 02:30:00,-0.01,90.0
2023-12-08 01:00:00,44170.99,0.6219798,sl,43729.280099999996,2023-12-09 08:30:00,-0.01,450.0
2023-12-09 01:00:00,43713.6,0.7311298,eod,43630.42,2023-12-11 00:45:00,-0.0019028403059917346,1440.0
