,entry_time,exit_time,entry_price,exit_price,result,pnl,pnl_pct,capital_before,capital_after,prob_tp,hold_periods
36,2025-02-08 01:00:00,2025-02-08 01:00:00,199.32,197.8251,LOSE,-9.75534109403726,-0.9500000000000006,10268.780098986581,10259.024757892543,0.83664054,1
37,2025-02-09 01:00:00,2025-02-09 01:00:00,200.47,203.47705,WIN,13.336732185260269,1.2999999999999963,10259.024757892543,10272.361490077803,0.8388359,1
38,2025-02-10 01:00:00,2025-02-10 01:00:00,200.47,203.47705,WIN,13.354069937101107,1.2999999999999963,10272.361490077803,10285.715560014904,0.76544434,1
39,2025-02-11 01:00:00,2025-02-11 01:00:00,197.96,200.9294,WIN,13.371430228019264,1.2999999999999894,10285.715560014904,10299.086990242922,0.7896011,1
40,2025-02-13 01:00:00,2025-02-13 01:00:00,194.25,197.16375,WIN,13.388813087315762,1.2999999999999965,10299.086990242922,10312.475803330239,0.8120507,1
41,2025-02-14 01:00:00,2025-02-14 01:00:00,199.39,202.38084999999995,WIN,13.406218544329137,1.2999999999999832,10312.475803330239,10325.882021874568,0.7733483,1
42,2025-02-15 01:00:00,2025-02-15 01:00:00,194.48,197.39719999999997,WIN,13.423646628436833,1.2999999999999898,10325.882021874568,10339.305668503004,0.7396919,1
43,2025-02-16 01:00:00,2025-02-16 01:00:00,188.27,191.09404999999998,WIN,13.441097369053747,1.2999999999999847,10339.305668503004,10352.746765872058,0.6459331,1
44,2025-02-17 01:00:00,2025-02-17 01:00:00,177.53,180.19295,WIN,13.458570795633648,1.2999999999999972,10352.746765872058,10366.205336667692,0.7896948,1
45,2025-02-18 01:00:00,2025-02-18 01:00:00,169.32,171.85979999999998,WIN,13.47606693766791,1.2999999999999914,10366.205336667692,10379.68140360536,0.8338158,1
46,2025-02-19 01:00:00,2025-02-19 01:00:00,168.93,171.46394999999998,WIN,13.493585824686823,1.2999999999999858,10379.68140360536,10393.174989430046,0.84796196,1
47,2025-02-20 01:00:00,2025-02-20 01:00:00,176.0,174.68,LOSE,-9.873516239958505,-0.9499999999999962,10393.174989430046,10383.301473190088,0.6985745,1
48,2025-02-21 01:00:00,2025-02-21 01:00:00,168.94,171.4741,WIN,13.498291915147085,1.2999999999999972,10383.301473190088,10396.799765105234,0.8444323,1
49,2025-02-22 01:00:00,2025-02-22 01:00:00,172.07,174.65104999999997,WIN,13.51583969463666,1.2999999999999863,10396.799765105234,10410.315604799871,0.86356497,1
50,2025-02-23 01:00:00,2025-02-23 01:00:00,167.94,170.45909999999998,WIN,13.533410286239711,1.2999999999999883,10410.315604799871,10423.84901508611,0.8204225,1
51,2025-02-24 01:00:00,2025-02-24 01:00:00,141.81,143.93715,WIN,13.551003719611948,1.3000000000000003,10423.84901508611,10437.400018805723,0.95367944,1
52,2025-02-25 01:00:00,2025-02-25 01:00:00,144.33,146.49495,WIN,13.568620024447268,1.2999999999999834,10437.400018805723,10450.96863883017,0.9511278,1
53,2025-02-26 01:00:00,2025-02-26 01:00:00,135.32,137.3498,WIN,13.58625923047918,1.299999999999996,10450.96863883017,10464.554898060649,0.9606598,1
54,2025-02-27 01:00:00,2025-02-27 01:00:00,137.68,139.74519999999998,WIN,13.603921367478659,1.2999999999999825,10464.554898060649,10478.158819428128,0.9482939,1
55,2025-02-28 01:00:00,2025-02-28 01:00:00,148.18,147.06865000000002,LOSE,-9.954250878456634,-0.9499999999999915,10478.158819428128,10468.204568549672,0.9928318,1
56,2025-03-01 01:00:00,2025-03-01 01:00:00,143.66,145.8149,WIN,13.60866593911456,1.2999999999999987,10468.204568549672,10481.813234488787,0.9625457,1
57,2025-03-02 01:00:00,2025-03-02 01:00:00,178.71,177.36967500000003,LOSE,-9.957722572764224,-0.949999999999988,10481.813234488787,10471.855511916023,0.8724346,1
58,2025-03-03 01:00:00,2025-03-03 01:00:00,142.16,144.2924,WIN,13.613412165490757,1.299999999999993,10471.855511916023,10485.468924081513,0.91637933,1
59,2025-03-04 01:00:00,2025-03-04 01:00:00,144.79,146.96184999999997,WIN,13.631109601305809,1.299999999999985,10485.468924081513,10499.100033682818,0.9296478,1
60,2025-03-05 01:00:00,2025-03-05 01:00:00,146.28,148.4742,WIN,13.64883004378763,1.2999999999999967,10499.100033682818,10512.748863726605,0.9482268,1
61,2025-03-06 01:00:00,2025-03-06 01:00:00,143.31,145.45964999999998,WIN,13.66657352284444,1.2999999999999858,10512.748863726605,10526.41543724945,0.8882437,1
62,2025-03-07 01:00:00,2025-03-07 01:00:00,139.39,141.48084999999998,WIN,13.684340068424204,1.2999999999999923,10526.41543724945,10540.099777317875,0.9917406,1
63,2025-03-08 01:00:00,2025-03-08 01:00:00,137.01,139.06515,WIN,13.702129710513223,1.2999999999999985,10540.099777317875,10553.801907028388,0.95119417,1
64,2025-03-09 01:00:00,2025-03-09 01:00:00,126.51,128.40765,WIN,13.719942479136776,1.2999999999999876,10553.801907028388,10567.521849507524,0.95414865,1
65,2025-03-10 01:00:00,2025-03-10 01:00:00,118.32,120.09479999999998,WIN,13.73777840435965,1.2999999999999874,10567.521849507524,10581.259627911884,0.9759915,1
66,2025-03-11 01:00:00,2025-03-11 01:00:00,125.35,127.23024999999998,WIN,13.755637516285361,1.2999999999999918,10581.259627911884,10595.01526542817,0.9583826,1
67,2025-03-12 01:00:00,2025-03-12 01:00:00,126.62,128.5193,WIN,13.773519845056475,1.299999999999986,10595.01526542817,10608.788785273227,0.75412166,1
68,2025-03-13 01:00:00,2025-03-13 01:00:00,123.37,125.22054999999999,WIN,13.79142542085506,1.2999999999999872,10608.788785273227,10622.580210694083,0.9332198,1
69,2025-03-14 01:00:00,2025-03-14 01:00:00,133.54,135.54309999999998,WIN,13.809354273902226,1.299999999999992,10622.580210694083,10636.389564967985,0.90456283,1
70,2025-03-15 01:00:00,2025-03-15 01:00:00,135.86,134.84105000000002,LOSE,-10.104570086719503,-0.9499999999999922,10636.389564967985,10626.284994881265,0.84447247,1
71,2025-03-16 01:00:00,2025-03-16 01:00:00,126.13,128.02194999999998,WIN,13.814170493345479,1.2999999999999843,10626.284994881265,10640.099165374611,0.95803314,1
72,2025-03-17 01:00:00,2025-03-17 01:00:00,128.01,129.93014999999997,WIN,13.832128914986814,1.2999999999999832,10640.099165374611,10653.931294289598,0.88899696,1
73,2025-03-18 01:00:00,2025-03-18 01:00:00,125.33,127.20994999999999,WIN,13.850110682576425,1.2999999999999952,10653.931294289598,10667.781404972175,0.84709525,1
74,2025-03-19 01:00:00,2025-03-19 01:00:00,135.33,134.31502500000002,LOSE,-10.134392334723508,-0.9499999999999946,10667.781404972175,10657.647012637452,0.84489757,1
75,2025-03-20 01:00:00,2025-03-20 01:00:00,127.6,129.51399999999998,WIN,13.85494111642858,1.29999999999999,10657.647012637452,10671.501953753881,0.902919,1
76,2025-03-21 01:00:00,2025-03-21 01:00:00,128.48,127.51639999999999,LOSE,-10.137926856066185,-0.9499999999999997,10671.501953753881,10661.364026897814,0.8462606,1
77,2025-03-22 01:00:00,2025-03-22 01:00:00,128.51,130.43765,WIN,13.859773234967161,1.3,10661.364026897814,10675.22380013278,0.6860406,1
78,2025-03-23 01:00:00,2025-03-23 01:00:00,132.84,131.8437,LOSE,-10.141462610126068,-0.9499999999999931,10675.22380013278,10665.082337522654,0.7511625,1
79,2025-03-24 01:00:00,2025-03-24 01:00:00,141.01,143.12515,WIN,13.86460703877945,1.3,10665.082337522654,10678.946944561432,0.8165576,1
80,2025-03-25 01:00:00,2025-03-25 01:00:00,143.64,145.79459999999997,WIN,13.882631027929772,1.2999999999999916,10678.946944561432,10692.829575589361,0.74679935,1
81,2025-03-26 01:00:00,2025-03-26 01:00:00,137.34,139.40009999999998,WIN,13.900678448265994,1.2999999999999834,10692.829575589361,10706.730254037628,0.7501179,1
82,2025-03-27 01:00:00,2025-03-27 01:00:00,138.43,137.39177500000002,LOSE,-10.171393741335612,-0.9499999999999875,10706.730254037628,10696.558860296293,0.8665519,1
83,2025-03-28 01:00:00,2025-03-28 01:00:00,129.49,131.43234999999999,WIN,13.905526518384983,1.2999999999999816,10696.558860296293,10710.464386814678,0.8033984,1
84,2025-03-29 01:00:00,2025-03-29 01:00:00,124.58,126.44869999999999,WIN,13.923603702858994,1.2999999999999918,10710.464386814678,10724.387990517536,0.82907456,1
